date,blood_group,opening_inventory,units_received,units_issued,units_discarded,closing_inventory
2024-11-22,B,209,205,414,0,0
2024-11-22,O,669,336,734,0,271
2024-11-23,A,375,454,350,4,475
2024-11-23,AB,97,99,80,1,115
2024-11-23,B,0,485,446,0,39
2024-11-23,O,271,802,677,4,392
2024-11-24,A,475,664,337,1,801
2024-11-24,AB,115,149,83,1,180
2024-11-24,B,39,739,465,2,311
2024-11-24,O,392,1123,702,3,810
2024-11-25,A,801,212,404,2,607
2024-11-25,AB,180,54,93,0,141
2024-11-25,B,311,237,475,2,71
2024-11-25,O,810,392,738,1,463
2024-11-26,A,607,415,415,2,605
2024-11-26,AB,141,85,83,0,143
2024-11-26,B,71,417,488,0,0
2024-11-26,O,463,653,739,2,375
2024-11-27,A,605,371,413,6,557
2024-11-27,AB,143,78,104,2,115
2024-11-27,B,0,373,373,0,0
2024-11-27,O,375,568,668,3,272
2024-11-28,A,557,353,392,5,513
2024-11-28,AB,115,81,90,2,104
2024-11-28,B,0,419,419,0,0
2024-11-28,O,272,639,664,3,244
2024-11-29,A,513,195,446,1,261
2024-11-29,AB,104,50,89,0,65
2024-11-29,B,0,232,232,0,0
2024-11-29,O,244,379,623,0,0
2024-11-30,A,261,496,339,1,417
2024-11-30,AB,65,106,92,0,79
2024-11-30,B,0,485,459,0,26
2024-11-30,O,0,841,629,0,212
2024-12-01,A,417,632,379,4,666
2024-12-01,AB,79,168,95,1,151
2024-12-01,B,26,725,414,0,337
2024-12-01,O,212,1208,681,1,738
2024-12-02,A,666,214,372,1,507
2024-12-02,AB,151,49,103,1,96
2024-12-02,B,337,253,485,2,103
2024-12-02,O,738,358,675,4,417
2024-12-03,A,507,357,431,0,433
2024-12-03,AB,96,83,80,0,99
2024-12-03,B,103,428,483,0,48
2024-12-03,O,417,660,739,0,338
2024-12-04,A,433,388,361,1,459
2024-12-04,AB,99,105,87,1,116
2024-12-04,B,48,472,438,1,81
2024-12-04,O,338,679,679,4,334
2024-12-05,A,459,461,366,3,551
2024-12-05,AB,116,108,92,1,131
2024-12-05,B,81,469,466,0,84
2024-12-05,O,334,742,696,3,377
2024-12-06,A,551,227,415,8,355
2024-12-06,AB,131,66,77,0,120
2024-12-06,B,84,284,368,0,0
2024-12-06,O,377,396,720,0,53
2024-12-07,A,355,500,363,1,491
2024-12-07,AB,120,107,69,2,156
2024-12-07,B,0,575,486,1,88
2024-12-07,O,53,838,624,1,266
2024-12-08,A,491,666,370,1,786
2024-12-08,AB,156,135,103,2,186
2024-12-08,B,88,686,480,2,292
2024-12-08,O,266,1154,666,1,753
2024-12-09,A,786,226,413,5,594
2024-12-09,AB,186,44,95,0,135
2024-12-09,B,292,263,511,0,44
2024-12-09,O,753,400,698,4,451
2024-12-10,A,594,319,346,5,562
2024-12-10,AB,135,56,89,1,101
2024-12-10,B,44,386,420,0,10
2024-12-10,O,451,605,716,3,337
2024-12-11,A,562,489,402,7,642
2024-12-11,AB,101,81,90,1,91
2024-12-11,B,10,552,458,2,102
2024-12-11,O,337,806,687,1,455
2024-12-12,A,642,479,378,4,739
2024-12-12,AB,91,82,88,1,84
2024-12-12,B,102,487,448,0,141
2024-12-12,O,455,701,722,5,429
2024-12-13,A,739,195,427,6,501
2024-12-13,AB,84,33,80,1,36
2024-12-13,B,141,200,341,0,0
2024-12-13,O,429,353,663,1,118
2024-12-14,A,501,439,357,2,581
2024-12-14,AB,36,84,80,0,40
2024-12-14,B,0,491,428,0,63
2024-12-14,O,118,820,649,2,287
2024-12-15,A,581,742,381,4,938
2024-12-15,AB,40,111,94,0,57
2024-12-15,B,63,727,448,1,341
2024-12-15,O,287,1182,618,3,848
2024-12-16,A,938,200,396,1,741
2024-12-16,AB,57,46,85,0,18
2024-12-16,B,341,233,468,0,106
2024-12-16,O,848,351,693,0,506
2024-12-17,A,741,308,374,5,670
2024-12-17,AB,18,63,81,0,0
2024-12-17,B,106,343,449,0,0
2024-12-17,O,506,582,673,2,413
2024-12-18,A,670,465,404,2,729
2024-12-18,AB,0,80,80,0,0
2024-12-18,B,0,511,432,1,78
2024-12-18,O,413,693,657,2,447
2024-12-19,A,729,384,380,2,731
2024-12-19,AB,0,101,101,0,0
2024-12-19,B,78,416,474,0,20
2024-12-19,O,447,682,640,1,488
2024-12-20,A,731,204,384,2,549
2024-12-20,AB,0,48,48,0,0
2024-12-20,B,20,207,227,0,0
2024-12-20,O,488,347,634,1,200
2024-12-21,A,549,430,974,0,5
2024-12-21,AB,0,107,51,0,56
2024-12-21,B,0,490,371,1,118
2024-12-21,O,200,740,591,1,348
2024-12-22,A,5,642,379,4,264
2024-12-22,AB,56,147,84,0,119
2024-12-22,B,118,687,393,1,411
2024-12-22,O,348,1037,572,7,806
2024-12-23,A,264,241,425,0,80
2024-12-23,AB,119,52,84,0,87
2024-12-23,B,411,263,422,4,248
2024-12-23,O,806,376,661,5,516
2024-12-24,A,80,294,374,0,0
2024-12-24,AB,87,69,79,0,77
2024-12-24,B,248,265,402,1,110
2024-12-24,O,516,437,658,4,291
2024-12-25,A,0,496,405,0,91
2024-12-25,AB,77,116,84,0,109
2024-12-25,B,110,543,653,0,0
2024-12-25,O,291,818,622,1,486
2024-12-26,A,91,273,364,0,0
2024-12-26,AB,109,68,83,0,94
2024-12-26,B,0,311,311,0,0
2024-12-26,O,486,525,587,3,421
2024-12-27,A,0,261,261,0,0
2024-12-27,AB,94,50,80,0,64
2024-12-27,B,0,272,272,0,0
2024-12-27,O,421,440,685,1,175
2024-12-28,A,0,475,357,0,118
2024-12-28,AB,64,98,79,1,82
2024-12-28,B,0,501,368,1,132
2024-12-28,O,175,724,578,1,320
2024-12-29,A,118,686,367,1,436
2024-12-29,AB,82,153,81,0,154
2024-12-29,B,132,717,415,4,430
2024-12-29,O,320,1192,604,6,902
2024-12-30,A,436,285,443,0,278
2024-12-30,AB,154,65,92,1,126
2024-12-30,B,430,280,391,3,316
2024-12-30,O,902,459,661,6,694
2024-12-31,A,278,414,411,1,280
2024-12-31,AB,126,89,88,1,126
2024-12-31,B,316,468,408,1,375
2024-12-31,O,694,731,673,2,750
2025-01-01,A,280,552,410,4,418
2025-01-01,AB,126,128,79,0,175
2025-01-01,B,375,621,405,3,588
2025-01-01,O,750,918,596,5,1067
2025-01-02,A,418,244,403,3,256
2025-01-02,AB,175,58,97,1,135
2025-01-02,B,588,286,407,2,465
2025-01-02,O,1067,469,642,3,891
2025-01-03,A,256,225,420,1,60
2025-01-03,AB,135,52,87,0,100
2025-01-03,B,465,268,381,6,346
2025-01-03,O,891,395,653,4,629
2025-01-04,A,60,499,378,0,181
2025-01-04,AB,100,129,78,1,150
2025-01-04,B,346,563,374,5,530
2025-01-04,O,629,896,544,10,971
2025-01-05,A,181,842,361,6,656
2025-01-05,AB,150,188,84,3,251
2025-01-05,B,530,824,411,6,937
2025-01-05,O,971,1373,634,8,1702
2025-01-06,A,656,155,441,3,367
2025-01-06,AB,251,28,89,2,188
2025-01-06,B,937,161,412,4,682
2025-01-06,O,1702,282,1729,1,254
2025-01-07,A,367,328,416,3,276
2025-01-07,AB,188,76,87,1,176
2025-01-07,B,682,374,417,5,634
2025-01-07,O,254,532,630,3,153
2025-01-08,A,276,364,382,1,257
2025-01-08,AB,176,111,97,0,190
2025-01-08,B,634,478,393,3,716
2025-01-08,O,153,643,639,0,157
2025-01-09,A,257,351,363,2,243
2025-01-09,AB,190,107,80,1,216
2025-01-09,B,716,392,363,5,740
2025-01-09,O,157,600,638,0,119
2025-01-10,A,243,197,382,1,57
2025-01-10,AB,216,55,80,2,189
2025-01-10,B,740,211,384,3,564
2025-01-10,O,119,357,476,0,0
2025-01-11,A,57,498,345,1,209
2025-01-11,AB,189,131,87,2,231
2025-01-11,B,564,541,349,3,753
2025-01-11,O,0,939,543,3,393
2025-01-12,A,209,672,334,1,546
2025-01-12,AB,231,160,68,2,321
2025-01-12,B,753,693,354,6,1086
2025-01-12,O,393,1206,582,7,1010
2025-01-13,A,546,196,386,4,352
2025-01-13,AB,321,47,87,0,281
2025-01-13,B,1086,218,359,7,938
2025-01-13,O,1010,371,642,6,733
2025-01-14,A,352,278,370,1,259
2025-01-14,AB,281,80,87,0,274
2025-01-14,B,938,380,395,7,916
2025-01-14,O,733,514,645,4,598
2025-01-15,A,259,421,396,1,283
2025-01-15,AB,274,124,99,2,297
2025-01-15,B,916,513,396,3,1030
2025-01-15,O,598,715,642,2,669
2025-01-16,A,283,322,371,0,234
2025-01-16,AB,297,66,96,0,267
2025-01-16,B,1030,374,347,8,1049
2025-01-16,O,669,610,682,2,595
2025-01-17,A,234,246,353,0,127
2025-01-17,AB,267,53,80,0,240
2025-01-17,B,1049,263,384,3,925
2025-01-17,O,595,372,629,1,337
2025-01-18,A,127,432,338,2,219
2025-01-18,AB,240,98,75,1,262
2025-01-18,B,925,436,373,9,979
2025-01-18,O,337,736,567,3,503
2025-01-19,A,219,644,324,0,539
2025-01-19,AB,262,134,103,2,291
2025-01-19,B,979,605,337,4,1243
2025-01-19,O,503,1056,613,4,942
2025-01-20,A,539,191,385,2,343
2025-01-20,AB,291,48,82,1,256
2025-01-20,B,1243,259,354,9,1139
2025-01-20,O,942,395,672,1,664
2025-01-21,A,343,332,349,3,323
2025-01-21,AB,256,91,100,2,245
2025-01-21,B,1139,451,367,5,1218
2025-01-21,O,664,582,598,8,640
2025-01-22,A,323,372,343,1,351
2025-01-22,AB,245,94,107,2,230
2025-01-22,B,1218,460,359,10,1309
2025-01-22,O,640,655,632,3,660
2025-01-23,A,351,432,340,3,440
2025-01-23,AB,230,84,78,1,235
2025-01-23,B,1309,468,414,4,1359
2025-01-23,O,660,707,644,3,720
2025-01-24,A,440,305,331,0,414
2025-01-24,AB,235,76,91,0,220
2025-01-24,B,1359,334,386,5,1302
2025-01-24,O,720,483,625,2,576
2025-01-25,A,414,428,306,3,533
2025-01-25,AB,220,113,83,2,248
2025-01-25,B,1302,436,366,8,1364
2025-01-25,O,576,796,541,5,826
2025-01-26,A,533,531,337,8,719
2025-01-26,AB,248,127,66,0,309
2025-01-26,B,1364,571,376,8,1551
2025-01-26,O,826,908,585,7,1142
2025-01-27,A,719,236,344,1,610
2025-01-27,AB,309,50,92,0,267
2025-01-27,B,1551,267,383,5,1430
2025-01-27,O,1142,429,618,3,950
2025-01-28,A,610,307,365,5,547
2025-01-28,AB,267,76,84,2,257
2025-01-28,B,1430,402,364,9,1459
2025-01-28,O,950,627,576,5,996
2025-01-29,A,547,337,313,2,569
2025-01-29,AB,257,88,73,1,271
2025-01-29,B,1459,348,327,9,1471
2025-01-29,O,996,567,569,9,985
2025-01-30,A,569,334,341,7,555
2025-01-30,AB,271,67,85,3,250
2025-01-30,B,1471,369,350,11,1479
2025-01-30,O,985,652,626,9,1002
2025-01-31,A,555,212,308,4,455
2025-01-31,AB,250,60,98,1,211
2025-01-31,B,1479,232,347,5,1359
2025-01-31,O,1002,382,548,8,828
2025-02-01,A,455,368,262,2,559
2025-02-01,AB,211,91,72,2,228
2025-02-01,B,1359,426,325,6,1454
2025-02-01,O,828,666,487,4,1003
2025-02-02,A,559,429,276,4,708
2025-02-02,AB,228,124,83,1,268
2025-02-02,B,1454,474,345,6,1577
2025-02-02,O,1003,769,530,9,1233
2025-02-03,A,708,208,349,1,566
2025-02-03,AB,268,51,93,3,223
2025-02-03,B,1577,238,380,14,1421
2025-02-03,O,1233,405,555,6,1077
2025-02-04,A,566,343,298,5,606
2025-02-04,AB,223,47,81,1,188
2025-02-04,B,1421,388,332,8,1469
2025-02-04,O,1077,642,547,7,1165
2025-02-05,A,606,483,294,6,789
2025-02-05,AB,188,86,64,1,209
2025-02-05,B,1469,538,360,9,1638
2025-02-05,O,1165,783,529,4,1415
2025-02-06,A,789,439,331,7,890
2025-02-06,AB,209,97,80,0,226
2025-02-06,B,1638,461,342,7,1750
2025-02-06,O,1415,673,544,5,1539
2025-02-07,A,890,250,347,6,787
2025-02-07,AB,226,54,74,1,205
2025-02-07,B,1750,277,388,9,1630
2025-02-07,O,1539,429,515,9,1444
2025-02-08,A,787,472,305,9,945
2025-02-08,AB,205,117,66,3,253
2025-02-08,B,1630,508,284,5,1849
2025-02-08,O,1444,821,519,8,1738
2025-02-09,A,945,637,314,7,1261
2025-02-09,AB,253,158,68,1,342
2025-02-09,B,1849,663,352,16,2144
2025-02-09,O,1738,1077,534,11,2270
2025-02-10,A,1261,280,352,9,1180
2025-02-10,AB,342,58,64,1,335
2025-02-10,B,2144,294,396,13,2029
2025-02-10,O,2270,507,580,19,2178
2025-02-11,A,1180,713,301,6,1586
2025-02-11,AB,335,187,59,4,459
2025-02-11,B,2029,960,421,15,2553
2025-02-11,O,2178,1328,539,23,2944
2025-02-12,A,1586,357,314,8,1621
2025-02-12,AB,459,98,159,1,397
2025-02-12,B,2553,375,344,20,2564
2025-02-12,O,2944,629,501,22,3050
2025-02-13,A,1621,392,325,10,1678
2025-02-13,AB,397,104,86,3,412
2025-02-13,B,2564,469,381,19,2633
2025-02-13,O,3050,765,529,20,3266
2025-02-14,A,1678,323,327,8,1666
2025-02-14,AB,412,56,79,0,389
2025-02-14,B,2633,339,336,26,2610
2025-02-14,O,3266,548,516,18,3280
2025-02-15,A,1666,495,294,12,1855
2025-02-15,AB,389,120,83,3,423
2025-02-15,B,2610,543,348,22,2783
2025-02-15,O,3280,891,502,26,3643
2025-02-16,A,1855,831,305,15,2366
2025-02-16,AB,423,214,77,8,552
2025-02-16,B,2783,918,363,42,3296
2025-02-16,O,3643,1540,555,52,4576
2025-02-17,A,2366,301,341,16,2310
2025-02-17,AB,552,93,90,10,545
2025-02-17,B,3296,326,438,38,3146
2025-02-17,O,4576,530,566,43,4497
2025-02-18,A,2310,404,309,21,2384
2025-02-18,AB,545,95,94,4,542
2025-02-18,B,3146,458,394,33,3177
2025-02-18,O,4497,681,617,42,4519
2025-02-19,A,2384,493,314,22,2541
2025-02-19,AB,542,124,75,7,584
2025-02-19,B,3177,575,432,47,3273
2025-02-19,O,4519,786,603,54,4648
2025-02-20,A,2541,484,368,32,2625
2025-02-20,AB,584,123,91,6,610
2025-02-20,B,3273,562,432,40,3363
2025-02-20,O,4648,810,590,62,4806
2025-02-21,A,2625,281,354,19,2533
2025-02-21,AB,610,75,95,5,585
2025-02-21,B,3363,333,406,41,3249
2025-02-21,O,4806,513,583,57,4679
2025-02-22,A,2533,683,324,40,2852
2025-02-22,AB,585,160,87,9,649
2025-02-22,B,3249,748,355,55,3587
2025-02-22,O,4679,1155,538,80,5216
2025-02-23,A,2852,797,318,48,3283
2025-02-23,AB,649,165,64,12,738
2025-02-23,B,3587,859,387,74,3985
2025-02-23,O,5216,1497,558,91,6064
2025-02-24,A,3283,347,392,41,3197
2025-02-24,AB,738,84,102,6,714
2025-02-24,B,3985,435,417,57,3946
2025-02-24,O,6064,657,573,97,6051
2025-02-25,A,3197,563,432,55,3273
2025-02-25,AB,714,184,86,12,800
2025-02-25,B,3946,658,423,51,4130
2025-02-25,O,6051,1020,632,106,6333
2025-02-26,A,3273,583,362,52,3442
2025-02-26,AB,800,152,89,12,851
2025-02-26,B,4130,649,428,67,4284
2025-02-26,O,6333,961,627,106,6561
2025-02-27,A,3442,577,374,62,3583
2025-02-27,AB,851,140,106,14,871
2025-02-27,B,4284,681,441,81,4443
2025-02-27,O,6561,996,649,133,6775
2025-02-28,A,3583,431,437,53,3524
2025-02-28,AB,871,112,100,21,862
2025-02-28,B,4443,513,488,74,4394
2025-02-28,O,6775,769,651,115,6778
2025-03-01,A,3524,589,383,57,3673
2025-03-01,AB,862,135,133,15,849
2025-03-01,B,4394,640,421,91,4522
2025-03-01,O,6778,1025,581,137,7085
2025-03-02,A,3673,423,396,58,3642
2025-03-02,AB,849,84,104,12,817
2025-03-02,B,4522,469,401,96,4494
2025-03-02,O,7085,698,635,125,7023
2025-03-03,A,3642,146,379,57,3352
2025-03-03,AB,817,39,105,8,743
2025-03-03,B,4494,210,443,85,4176
2025-03-03,O,7023,276,665,114,6520
2025-03-04,A,3352,218,423,43,3104
2025-03-04,AB,743,56,123,11,665
2025-03-04,B,4176,246,439,47,3936
2025-03-04,O,6520,366,674,115,6097
2025-03-05,A,3104,217,391,27,2903
2025-03-05,AB,665,57,102,10,610
2025-03-05,B,3936,252,473,46,3669
2025-03-05,O,6097,407,614,95,5795
2025-03-06,A,2903,215,384,18,2716
2025-03-06,AB,610,60,103,7,560
2025-03-06,B,3669,234,449,45,3409
2025-03-06,O,5795,409,667,79,5458
2025-03-07,A,2716,267,366,33,2584
2025-03-07,AB,560,57,110,7,500
2025-03-07,B,3409,297,432,34,3240
2025-03-07,O,5458,453,583,70,5258
2025-03-08,A,2584,348,356,22,2554
2025-03-08,AB,500,65,78,1,486
2025-03-08,B,3240,380,395,47,3178
2025-03-08,O,5258,612,516,50,5304
2025-03-09,A,2554,858,362,37,3013
2025-03-09,AB,486,163,89,3,557
2025-03-09,B,3178,890,433,49,3586
2025-03-09,O,5304,1570,582,95,6197
2025-03-10,A,3013,198,414,29,2768
2025-03-10,AB,557,43,86,2,512
2025-03-10,B,3586,235,424,39,3358
2025-03-10,O,6197,362,627,82,5850
2025-03-11,A,2768,262,370,27,2633
2025-03-11,AB,512,49,77,5,479
2025-03-11,B,3358,303,449,35,3177
2025-03-11,O,5850,470,606,74,5640
2025-03-12,A,2633,292,386,26,2513
2025-03-12,AB,479,59,94,2,442
2025-03-12,B,3177,401,422,39,3117
2025-03-12,O,5640,542,585,80,5517
2025-03-13,A,2513,298,351,15,2445
2025-03-13,AB,442,58,91,3,406
2025-03-13,B,3117,313,423,45,2962
2025-03-13,O,5517,493,579,68,5363
2025-03-14,A,2445,233,348,19,2311
2025-03-14,AB,406,66,78,1,393
2025-03-14,B,2962,260,390,23,2809
2025-03-14,O,5363,450,568,71,5174
2025-03-15,A,2311,407,315,20,2383
2025-03-15,AB,393,87,63,0,417
2025-03-15,B,2809,387,346,20,2830
2025-03-15,O,5174,669,505,74,5264
2025-03-16,A,2383,791,380,41,2753
2025-03-16,AB,417,155,72,1,499
2025-03-16,B,2830,804,354,27,3253
2025-03-16,O,5264,1317,518,89,5974
2025-03-17,A,2753,194,403,19,2525
2025-03-17,AB,499,40,90,2,447
2025-03-17,B,3253,181,405,16,3013
2025-03-17,O,5974,319,577,89,5627
2025-03-18,A,2525,351,377,28,2471
2025-03-18,AB,447,59,74,2,430
2025-03-18,B,3013,342,330,34,2991
2025-03-18,O,5627,619,572,79,5595
2025-03-19,A,2471,257,407,17,2304
2025-03-19,AB,430,57,94,1,392
2025-03-19,B,2991,292,320,23,2940
2025-03-19,O,5595,452,556,76,5415
2025-03-20,A,2304,268,359,21,2192
2025-03-20,AB,392,54,79,4,363
2025-03-20,B,2940,266,341,36,2829
2025-03-20,O,5415,510,538,73,5314
2025-03-21,A,2192,247,317,20,2102
2025-03-21,AB,363,50,80,3,330
2025-03-21,B,2829,251,340,30,2710
2025-03-21,O,5314,448,558,74,5130
2025-03-22,A,2102,360,316,19,2127
2025-03-22,AB,330,74,67,1,336
2025-03-22,B,2710,396,299,20,2787
2025-03-22,O,5130,656,459,75,5252
2025-03-23,A,2127,801,357,32,2539
2025-03-23,AB,336,153,83,2,404
2025-03-23,B,2787,785,298,33,3241
2025-03-23,O,5252,1339,478,98,6015
2025-03-24,A,2539,208,339,21,2387
2025-03-24,AB,404,56,76,2,382
2025-03-24,B,3241,206,326,35,3086
2025-03-24,O,6015,392,583,78,5746
2025-03-25,A,2387,277,307,21,2336
2025-03-25,AB,382,76,74,0,384
2025-03-25,B,3086,332,303,40,3075
2025-03-25,O,5746,510,533,75,5648
2025-03-26,A,2336,277,314,18,2281
2025-03-26,AB,384,39,70,0,353
2025-03-26,B,3075,249,306,29,2989
2025-03-26,O,5648,453,477,81,5543
2025-03-27,A,2281,254,315,22,2198
2025-03-27,AB,353,39,76,1,315
2025-03-27,B,2989,265,314,31,2909
2025-03-27,O,5543,417,528,77,5355
2025-03-28,A,2198,223,287,14,2120
2025-03-28,AB,315,47,78,3,281
2025-03-28,B,2909,248,298,33,2826
2025-03-28,O,5355,446,457,68,5276
2025-03-29,A,2120,366,266,18,2202
2025-03-29,AB,281,84,60,4,301
2025-03-29,B,2826,394,218,27,2975
2025-03-29,O,5276,697,407,65,5501
2025-03-30,A,2202,282,287,16,2181
2025-03-30,AB,301,55,55,3,298
2025-03-30,B,2975,328,277,32,2994
2025-03-30,O,5501,471,408,78,5486
2025-03-31,A,2181,0,273,11,1897
2025-03-31,AB,298,0,61,0,237
2025-03-31,B,2994,0,263,27,2704
2025-03-31,O,5486,0,417,52,5017
2025-04-01,A,1897,44,283,10,1648
2025-04-01,AB,237,9,54,1,191
2025-04-01,B,2704,41,253,24,2468
2025-04-01,O,5017,78,406,46,4643
2025-04-02,A,1648,225,249,5,1619
2025-04-02,AB,191,56,62,0,185
2025-04-02,B,2468,248,268,18,2430
2025-04-02,O,4643,399,450,43,4549
2025-04-03,A,1619,297,257,12,1647
2025-04-03,AB,185,68,74,0,179
2025-04-03,B,2430,307,267,25,2445
2025-04-03,O,4549,513,435,49,4578
2025-04-04,A,1647,259,254,11,1641
2025-04-04,AB,179,64,53,1,189
2025-04-04,B,2445,278,271,22,2430
2025-04-04,O,4578,494,416,53,4603
2025-04-05,A,1641,471,239,11,1862
2025-04-05,AB,189,119,55,2,251
2025-04-05,B,2430,572,257,28,2717
2025-04-05,O,4603,848,405,53,4993
2025-04-06,A,1862,834,209,24,2463
2025-04-06,AB,251,185,63,1,372
2025-04-06,B,2717,848,289,47,3229
2025-04-06,O,4993,1396,381,84,5924
2025-04-07,A,2463,202,239,21,2405
2025-04-07,AB,372,56,65,0,363
2025-04-07,B,3229,212,274,38,3129
2025-04-07,O,5924,372,457,75,5764
2025-04-08,A,2405,344,244,24,2481
2025-04-08,AB,363,95,72,3,383
2025-04-08,B,3129,429,277,43,3238
2025-04-08,O,5764,638,454,106,5842
2025-04-09,A,2481,406,261,20,2606
2025-04-09,AB,383,111,68,2,424
2025-04-09,B,3238,478,289,44,3383
2025-04-09,O,5842,715,449,94,6014
2025-04-10,A,2606,490,274,33,2789
2025-04-10,AB,424,117,61,2,478
2025-04-10,B,3383,553,316,54,3566
2025-04-10,O,6014,807,485,102,6234
2025-04-11,A,2789,250,292,27,2720
2025-04-11,AB,478,66,72,2,470
2025-04-11,B,3566,260,311,35,3480
2025-04-11,O,6234,421,458,85,6112
2025-04-12,A,2720,526,217,43,2986
2025-04-12,AB,470,128,65,6,527
2025-04-12,B,3480,579,283,57,3719
2025-04-12,O,6112,975,434,111,6542
2025-04-13,A,2986,803,259,60,3470
2025-04-13,AB,527,168,60,7,628
2025-04-13,B,3719,693,309,68,4035
2025-04-13,O,6542,1211,1126,110,6517
2025-04-14,A,3470,239,271,50,3388
2025-04-14,AB,628,72,58,8,634
2025-04-14,B,4035,312,308,69,3970
2025-04-14,O,6517,456,481,106,6386
2025-04-15,A,3388,461,267,51,3531
2025-04-15,AB,634,125,70,8,681
2025-04-15,B,3970,525,314,50,4131
2025-04-15,O,6386,713,446,115,6538
2025-04-16,A,3531,435,262,54,3650
2025-04-16,AB,681,106,65,8,714
2025-04-16,B,4131,492,322,76,4225
2025-04-16,O,6538,705,498,106,6639
2025-04-17,A,3650,433,298,60,3725
2025-04-17,AB,714,106,76,8,736
2025-04-17,B,4225,461,319,62,4305
2025-04-17,O,6639,717,501,101,6754
2025-04-18,A,3725,293,267,61,3690
2025-04-18,AB,736,65,63,8,730
2025-04-18,B,4305,305,330,67,4213
2025-04-18,O,6754,486,430,135,6675
2025-04-19,A,3690,599,270,60,3959
2025-04-19,AB,730,150,64,12,804
2025-04-19,B,4213,651,300,79,4485
2025-04-19,O,6675,1021,434,146,7116
2025-04-20,A,3959,777,300,88,4348
2025-04-20,AB,804,174,60,17,901
2025-04-20,B,4485,805,344,87,4859
2025-04-20,O,7116,1350,480,164,7822
2025-04-21,A,4348,244,322,67,4203
2025-04-21,AB,901,50,73,16,862
2025-04-21,B,4859,293,319,82,4751
2025-04-21,O,7822,408,502,144,7584
2025-04-22,A,4203,351,324,70,4160
2025-04-22,AB,862,85,67,12,868
2025-04-22,B,4751,346,337,77,4683
2025-04-22,O,7584,667,489,142,7620
2025-04-23,A,4160,438,309,90,4199
2025-04-23,AB,868,115,79,9,895
2025-04-23,B,4683,492,363,101,4711
2025-04-23,O,7620,733,539,171,7643
2025-04-24,A,4199,357,280,76,4200
2025-04-24,AB,895,76,84,12,875
2025-04-24,B,4711,392,324,80,4699
2025-04-24,O,7643,600,519,150,7574
2025-04-25,A,4200,413,306,83,4224
2025-04-25,AB,875,90,79,12,874
2025-04-25,B,4699,416,351,84,4680
2025-04-25,O,7574,688,508,175,7579
2025-04-26,A,4224,476,275,93,4332
2025-04-26,AB,874,130,51,13,940
2025-04-26,B,4680,532,350,96,4766
2025-04-26,O,7579,917,486,179,7831
2025-04-27,A,4332,796,338,112,4678
2025-04-27,AB,940,176,69,17,1030
2025-04-27,B,4766,871,357,107,5173
2025-04-27,O,7831,1381,512,208,8492
2025-04-28,A,4678,241,357,97,4465
2025-04-28,AB,1030,47,76,18,983
2025-04-28,B,5173,282,405,113,4937
2025-04-28,O,8492,468,554,207,8199
2025-04-29,A,4465,428,335,90,4468
2025-04-29,AB,983,72,70,16,969
2025-04-29,B,4937,499,414,106,4916
2025-04-29,O,8199,746,606,170,8169
2025-04-30,A,4468,303,318,73,4380
2025-04-30,AB,969,75,84,22,938
2025-04-30,B,4916,344,444,81,4735
2025-04-30,O,8169,525,597,190,7907
2025-05-01,A,4380,1021,367,133,4901
2025-05-01,AB,938,211,90,16,1043
2025-05-01,B,4735,945,443,98,5139
2025-05-01,O,7907,1682,621,220,8748
2025-05-02,A,4901,192,371,99,4623
2025-05-02,AB,1043,46,101,17,971
2025-05-02,B,5139,231,491,99,4780
2025-05-02,O,8748,363,606,187,8318
2025-05-03,A,4623,523,355,89,4702
2025-05-03,AB,971,84,92,12,951
2025-05-03,B,4780,568,499,92,4757
2025-05-03,O,8318,946,540,206,8518
2025-05-04,A,4702,616,384,103,4831
2025-05-04,AB,951,115,91,15,960
2025-05-04,B,4757,622,441,109,4829
2025-05-04,O,8518,1119,611,230,8796
2025-05-05,A,4831,294,367,83,4675
2025-05-05,AB,960,57,87,14,916
2025-05-05,B,4829,309,481,80,4577
2025-05-05,O,8796,460,689,220,8347
2025-05-06,A,4675,368,357,110,4576
2025-05-06,AB,916,74,76,21,893
2025-05-06,B,4577,401,475,93,4410
2025-05-06,O,8347,591,617,171,8150
2025-05-07,A,4576,399,387,96,4492
2025-05-07,AB,893,81,100,20,854
2025-05-07,B,4410,460,1000,53,3817
2025-05-07,O,8150,673,622,173,8028
2025-05-08,A,4492,410,333,96,4473
2025-05-08,AB,854,74,85,12,831
2025-05-08,B,3817,464,468,48,3765
2025-05-08,O,8028,671,624,176,7899
2025-05-09,A,4473,212,341,71,4273
2025-05-09,AB,831,46,74,12,791
2025-05-09,B,3765,248,443,51,3519
2025-05-09,O,7899,394,646,140,7507
2025-05-10,A,4273,438,284,92,4335
2025-05-10,AB,791,85,66,13,797
2025-05-10,B,3519,512,433,64,3534
2025-05-10,O,7507,810,621,159,7537
2025-05-11,A,4335,645,336,88,4556
2025-05-11,AB,797,155,75,16,861
2025-05-11,B,3534,728,453,56,3753
2025-05-11,O,7537,1124,610,175,7876
2025-05-12,A,4556,781,335,108,4894
2025-05-12,AB,861,196,95,22,940
2025-05-12,B,3753,834,551,72,3964
2025-05-12,O,7876,1367,659,220,8364
2025-05-13,A,4894,401,365,100,4830
2025-05-13,AB,940,95,80,18,937
2025-05-13,B,3964,426,499,62,3829
2025-05-13,O,8364,682,605,187,8254
